Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,450.49,280.01,4.636,-0.31328,0.0041,0.0046,0.0036,1244.444,9.657e-05,9.657e-05,9.657e-05
1,474.74,323.8,4.736,-0.31292,0.0195,0.019,0.02,1244.444,0.0002044,0.0002044,0.0002044
2,229.5,191.19,4.819,-0.3113,0.0393,0.041,0.0376,1244.444,0.0002659,0.0002659,0.0002659
3,358.58,231.66,4.747,-0.31115,0.0145,0.0114,0.0176,1244.444,0.0001508,0.0001508,0.0001508
4,382.76,212.72,4.788,-0.31095,0.0148,0.0122,0.0174,1244.444,0.0002318,0.0002318,0.0002318
5,232.81,177.45,4.851,-0.31057,0.0323,0.0154,0.0492,1244.444,0.0004169,0.0004169,0.0004169
6,304.51,91.59,4.9,-0.30906,0.1022,0.0884,0.116,1244.444,0.000203,0.000203,0.000203
7,167.84,57.0,4.756,-0.311,0.007,0.0088,0.0052,1244.444,0.0008135,0.0008135,0.0008135
8,218.38,58.46,4.813,-0.31335,0.0132,0.015,0.0114,1244.444,0.0003237,0.0003237,0.0003237
9,558.21,76.3,4.638,-0.3224,0.0309,0.0244,0.0374,1244.444,0.0001464,0.0001464,0.0001464
10,249.28,191.23,4.804,-0.31123,0.0101,0.0144,0.0058,1244.444,0.000172,0.000172,0.000172
11,226.12,66.79,4.743,-0.31179,0.0075,0.0064,0.0086,1244.444,0.0001761,0.0001761,0.0001761
12,407.89,213.5,4.626,-0.31372,0.0111,0.0122,0.01,1244.444,0.0001531,0.0001531,0.0001531
13,373.21,332.28,4.557,-0.31378,0.0464,0.052,0.0408,1244.444,0.0001169,0.0001169,0.0001169
14,360.11,22.68,4.509,-0.31577,0.0131,0.0214,0.0048,1244.444,0.0002964,0.0002964,0.0002964
15,204.55,333.79,4.599,-0.32045,0.0437,0.0546,0.0328,1244.444,0.00308,0.00308,0.00308
16,206.52,33.15,4.937,-0.30883,0.0615,0.056,0.067,1244.444,0.00194,0.00194,0.00194
17,395.29,93.56,4.753,-0.31153,0.0095,0.0096,0.0094,1244.444,0.0006053,0.0006053,0.0006053
