Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,390.19,255.55,4.636,-0.31328,0.0099,0.0126,0.0072,1244.444,0.0001833,0.0001833,0.0001833
1,430.19,148.82,4.736,-0.31292,0.0173,0.0204,0.0142,1244.444,0.0003893,0.0003893,0.0003893
2,224.32,202.66,4.819,-0.3113,0.0296,0.0314,0.0278,1244.444,0.0005652,0.0005652,0.0005652
3,392.52,257.71,4.747,-0.31115,0.0049,0.0056,0.0042,1244.444,0.0001363,0.0001363,0.0001363
4,421.79,189.21,4.788,-0.31095,0.0152,0.014,0.0164,1244.444,0.0002251,0.0002251,0.0002251
5,206.33,158.69,4.851,-0.31057,0.0447,0.0172,0.0722,1244.444,0.0003162,0.0003162,0.0003162
6,125.18,67.15,4.9,-0.30906,0.0953,0.089,0.1016,1244.444,0.0004099,0.0004099,0.0004099
7,243.88,42.33,4.756,-0.311,0.0102,0.0146,0.0058,1244.444,0.00139,0.00139,0.00139
8,321.61,39.23,4.813,-0.31335,0.0152,0.017,0.0134,1244.444,0.000338,0.000338,0.000338
9,275.28,63.97,4.638,-0.3224,0.079,0.0512,0.1068,1244.444,0.000377,0.000377,0.000377
10,228.47,211.59,4.804,-0.31123,0.0139,0.0202,0.0076,1244.444,0.00098,0.00098,0.00098
11,493.57,82.72,4.743,-0.31179,0.0095,0.0108,0.0082,1244.444,0.0001456,0.0001456,0.0001456
12,328.18,255.25,4.626,-0.31372,0.0109,0.012,0.0098,1244.444,0.000188,0.000188,0.000188
13,427.45,291.63,4.557,-0.31378,0.056,0.0626,0.0494,1244.444,0.0001142,0.0001142,0.0001142
14,249.37,50.88,4.509,-0.31577,0.0145,0.0238,0.0052,1244.444,0.0002408,0.0002408,0.0002408
15,489.19,276.1,4.599,-0.32045,0.0223,0.025,0.0196,1244.444,0.000402,0.000402,0.000402
16,431.4,24.92,4.937,-0.30883,0.07,0.0524,0.0876,1244.444,0.00094,0.00094,0.00094
17,107.29,62.46,4.753,-0.31153,0.0088,0.0126,0.005,1244.444,0.0004163,0.0004163,0.0004163
18,411.38,63.01,4.659,-0.28926,0.0417,0.037,0.0464,1244.444,0.0001579,0.0001579,0.0001579
19,350.26,56.4,4.821,-0.31198,0.0408,0.0396,0.042,1244.444,0.0001919,0.0001919,0.0001919
20,344.38,57.37,4.738,-0.31197,0.0281,0.023,0.0332,1244.444,0.0002389,0.0002389,0.0002389
21,134.35,21.89,4.774,-0.31143,0.0361,0.0436,0.0286,1244.444,0.00227,0.00227,0.00227
22,276.95,194.14,4.668,-0.31332,0.0046,0.0058,0.0034,1244.444,0.0001681,0.0001681,0.0001681
23,390.61,43.34,4.758,-0.31174,0.021,0.0244,0.0176,1244.444,0.0001609,0.0001609,0.0001609
24,293.61,12.69,4.611,-0.31355,0.0337,0.0254,0.042,1244.444,0.0003414,0.0003414,0.0003414
25,330.31,293.09,4.732,-0.31226,0.0287,0.0348,0.0226,1244.444,0.000216,0.000216,0.000216
26,315.05,122.59,4.777,-0.31228,0.0057,0.0082,0.0032,1244.444,0.0001694,0.0001694,0.0001694
27,425.67,129.41,4.68,-0.31283,0.0061,0.0082,0.004,1244.444,0.00014,0.00014,0.00014
28,205.13,91.24,4.743,-0.27186,0.0301,0.0294,0.0308,1244.444,0.0002775,0.0002775,0.0002775
29,233.94,134.78,4.792,-0.32426,0.0097,0.0112,0.0082,1244.444,0.00033,0.00033,0.00033
30,321.62,347.47,4.693,-0.31268,0.0095,0.0136,0.0054,1244.444,0.0001641,0.0001641,0.0001641
31,339.86,29.53,5.058,-0.30701,0.0151,0.0144,0.0158,1244.444,0.000449,0.000449,0.000449
32,186.55,107.52,4.93,-0.30828,0.0352,0.049,0.0214,1244.444,0.0005844,0.0005844,0.0005844
33,560.85,388.48,4.677,-0.31373,0.01,0.0168,0.0032,1244.444,0.0005951,0.0005951,0.0005951
34,214.57,81.86,4.71,-0.2877,0.0479,0.0316,0.0642,1244.444,0.0004705,0.0004705,0.0004705
35,384.08,65.67,4.915,-0.3092,0.012,0.0152,0.0088,1244.444,0.0001553,0.0001553,0.0001553
36,389.44,54.06,4.854,-0.31028,0.0054,0.0062,0.0046,1244.444,0.0001071,0.0001071,0.0001071
37,319.77,319.15,4.594,-0.31539,0.0256,0.0304,0.0208,1244.444,0.0002441,0.0002441,0.0002441
38,446.27,191.79,4.486,-0.31594,0.0225,0.0192,0.0258,1244.444,0.00108,0.00108,0.00108
39,472.42,226.72,4.574,-0.31403,0.0087,0.0082,0.0092,1244.444,0.000106,0.000106,0.000106
40,303.09,227.95,4.705,-0.31264,0.0105,0.0106,0.0104,1244.444,0.0004771,0.0004771,0.0004771
41,273.34,249.52,4.815,-0.31264,0.003,0.0036,0.0024,1244.444,0.0001496,0.0001496,0.0001496
42,230.87,259.09,4.655,-0.31429,0.0277,0.0258,0.0296,1244.444,0.0002513,0.0002513,0.0002513
43,396.79,220.03,4.755,-0.31328,0.0121,0.0178,0.0064,1244.444,0.0002344,0.0002344,0.0002344
44,231.67,198.03,4.868,-0.3105,0.0047,0.0056,0.0038,1244.444,0.0001238,0.0001238,0.0001238
