Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,500.49,460.82,4.656,-0.31111,0.0023,0.0024,0.0022,1244.444,0.0001188,0.0001188,0.0001188
1,314.16,221.07,4.535,0.0,0.0029,0.0036,0.0022,1244.444,0.0001194,0.0001194,0.0001194
2,333.5,111.83,4.68,-0.31073,0.0026,0.0028,0.0024,1244.444,9.13e-05,9.13e-05,9.13e-05
3,375.03,163.37,4.607,0.0,0.0069,0.0076,0.0062,1244.444,0.0002103,0.0002103,0.0002103
4,462.12,57.06,4.462,-0.32295,0.0092,0.0114,0.007,1244.444,0.0003603,0.0003603,0.0003603
5,206.69,246.97,4.427,0.0,0.0083,0.0124,0.0042,1244.444,0.0002328,0.0002328,0.0002328
6,462.19,169.51,4.64,-0.31059,0.0017,0.002,0.0014,1244.444,0.0001195,0.0001195,0.0001195
7,525.56,474.85,4.476,0.0,0.0028,0.0038,0.0018,1244.444,0.0001599,0.0001599,0.0001599
8,556.62,271.37,4.402,-0.31475,0.0036,0.004,0.0032,1244.444,0.0002675,0.0002675,0.0002675
9,497.19,291.39,4.519,0.0,0.0075,0.0084,0.0066,1244.444,0.0001119,0.0001119,0.0001119
10,330.06,56.05,4.628,-0.31213,0.0066,0.0076,0.0056,1244.444,0.0002478,0.0002478,0.0002478
11,321.14,348.77,4.572,0.0,0.0333,0.0356,0.031,1244.444,0.000156,0.000156,0.000156
12,197.65,271.86,4.464,-0.31549,0.0069,0.0088,0.005,1244.444,0.0001415,0.0001415,0.0001415
13,158.49,46.34,4.573,0.0,0.2127,0.3734,0.052,1244.444,0.06087,0.06087,0.06087
14,178.19,264.39,4.604,0.0,0.0177,0.0188,0.0166,1244.444,0.00072,0.00072,0.00072
15,414.82,61.31,4.497,0.0,0.0179,0.015,0.0208,1244.444,0.0006857,0.0006857,0.0006857
16,361.84,126.67,4.513,0.0,0.0039,0.0054,0.0024,1244.444,0.0003382,0.0003382,0.0003382
17,258.38,33.77,4.676,0.0,0.022,0.0248,0.0192,1244.444,0.0006748,0.0006748,0.0006748
18,275.3,54.15,4.515,-0.31437,0.0054,0.005,0.0058,1244.444,0.0001143,0.0001143,0.0001143
19,446.69,185.92,4.444,0.0,0.0032,0.0048,0.0016,1244.444,0.0002197,0.0002197,0.0002197
20,436.98,342.23,4.341,-0.31506,0.0258,0.0216,0.03,1244.444,0.0001436,0.0001436,0.0001436
21,335.69,198.16,4.485,0.0,0.0148,0.0144,0.0152,1244.444,0.0001079,0.0001079,0.0001079
22,457.91,389.03,4.383,-0.3144,0.0102,0.0142,0.0062,1244.444,0.00025,0.00025,0.00025
23,327.39,72.86,4.532,0.0,0.0099,0.0188,0.001,1244.444,0.0008759,0.0008759,0.0008759
24,214.67,85.89,4.646,-0.31097,0.0022,0.0034,0.001,1244.444,0.0004349,0.0004349,0.0004349
25,264.92,294.94,4.702,0.0,0.0082,0.0084,0.008,1244.444,0.0001436,0.0001436,0.0001436
26,180.44,118.32,4.649,-0.3113,0.0078,0.0082,0.0074,1244.444,0.0005246,0.0005246,0.0005246
27,290.21,36.85,4.604,0.0,0.0464,0.0358,0.057,1244.444,0.0002085,0.0002085,0.0002085
28,136.94,0.0,4.517,-0.31294,0.0075,0.0108,0.0042,1244.444,0.0001914,0.0001914,0.0001914
29,278.98,221.93,4.46,0.0,0.0324,0.0446,0.0202,1244.444,0.0002314,0.0002314,0.0002314
30,334.26,48.41,4.646,0.0,0.0341,0.0338,0.0344,1244.444,0.0005456,0.0005456,0.0005456
31,513.97,332.46,4.613,-0.3168,0.0276,0.0304,0.0248,1244.444,0.0002731,0.0002731,0.0002731
32,141.63,76.33,4.499,-0.31188,0.0092,0.012,0.0064,1244.444,0.0003095,0.0003095,0.0003095
33,386.53,259.67,4.597,0.0,0.0021,0.0038,0.0004,1244.444,0.0001414,0.0001414,0.0001414
