Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,321.8,137.57,4.636,-0.31328,0.0057,0.0106,0.0008,1244.444,0.0005266,0.0005266,0.0005266
1,365.38,234.53,4.736,-0.31292,0.0147,0.0144,0.015,1244.444,0.0001358,0.0001358,0.0001358
2,244.87,154.98,4.819,-0.3113,0.0275,0.0284,0.0266,1244.444,0.0002788,0.0002788,0.0002788
3,390.06,167.3,4.747,-0.31115,0.0052,0.0054,0.005,1244.444,0.0001706,0.0001706,0.0001706
4,374.55,286.89,4.788,-0.31095,0.0138,0.0104,0.0172,1244.444,0.0003215,0.0003215,0.0003215
5,249.82,142.71,4.851,-0.31057,0.037,0.0186,0.0554,1244.444,0.0002132,0.0002132,0.0002132
6,50.69,48.77,4.9,-0.30906,0.0978,0.094,0.1016,1244.444,0.00101,0.00101,0.00101
7,329.51,49.92,4.756,-0.311,0.0101,0.0082,0.012,1244.444,0.0002641,0.0002641,0.0002641
8,356.94,44.33,4.813,-0.31335,0.0126,0.0146,0.0106,1244.444,0.0002936,0.0002936,0.0002936
9,292.66,56.11,4.637,-0.3224,0.0356,0.0296,0.0416,1244.444,0.00323,0.00323,0.00323
10,253.89,190.66,4.804,-0.31123,0.0162,0.0214,0.011,1244.444,0.0002576,0.0002576,0.0002576
11,391.16,85.91,4.743,-0.31179,0.0085,0.0094,0.0076,1244.444,0.0001105,0.0001105,0.0001105
12,348.96,375.67,4.626,-0.31372,0.0197,0.0158,0.0236,1244.444,0.000139,0.000139,0.000139
13,481.58,242.55,4.557,-0.31378,0.0526,0.0678,0.0374,1244.444,0.0001708,0.0001708,0.0001708
14,354.57,65.63,4.509,-0.31577,0.0161,0.026,0.0062,1244.444,0.0003023,0.0003023,0.0003023
15,356.04,249.06,4.599,-0.32045,0.0467,0.044,0.0494,1244.444,0.0007674,0.0007674,0.0007674
